Periodname,Provider Parent org code,Provider Parent name,Provider Org code,Provider Org name,Commissioner Parent Org Code,Commissioner Org Name,Commissioner Org Code,Ip Elect Ord,Ip Elect Day,Ip Elect Total,Ip Elecord Planned,Ip Elecday Planned,Ip Electotal Planned,Ip Elect Total Tc,Ip Nonelect,Op Gprefsmade M,Op Gprefsseen M,Op Gprefsmade Ga M,Op Gprefsseen Ga M,Op Otherrefsmade Ga M,Op 1statt Ga M
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,18C,0,2,2,0,2,2,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QKS,NHS KENT AND MEDWAY CCG,91Q,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QM7,NHS EAST AND NORTH HERTFORDSHIRE CCG,06K,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QMF,NHS HAVERING CCG,08F,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QMM,NHS NORFOLK AND WAVENEY CCG,26A,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QNC,NHS NORTH STAFFORDSHIRE CCG,05G,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QNC,NHS STOKE ON TRENT CCG,05W,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QOC,NHS SHROPSHIRE CCG,05N,0,0,0,0,0,0,0,2,7,1,7,1,5,5
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QOP,NHS SALFORD CCG,01G,0,0,0,0,0,0,0,1,1,0,1,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QOP,NHS STOCKPORT CCG,01W,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QOP,NHS TRAFFORD CCG,02A,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QOQ,NHS NORTH LINCOLNSHIRE CCG,03K,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QRL,NHS ISLE OF WIGHT CCG,10L,0,1,1,0,0,0,0,0,0,0,0,0,0,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QRV,NHS HAMMERSMITH AND FULHAM CCG,08C,0,1,1,0,1,1,0,0,0,0,0,0,0,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QRV,NHS HILLINGDON CCG,08G,0,0,0,0,0,0,0,0,4,3,4,3,0,3
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QRV,NHS WEST LONDON CCG,08Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QU9,NHS OXFORDSHIRE CCG,10Q,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QUA,NHS SANDWELL AND WEST BIRMINGHAM CCG,05L,0,1,1,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QUA,NHS WALSALL CCG,05Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QWE,NHS SOUTH WEST LONDON CCG,36L,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QYG,NHS HALTON CCG,01F,4,1,5,0,0,0,0,6,3,2,0,0,10,3
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QYG,NHS KNOWSLEY CCG,01J,1,0,1,0,0,0,0,0,1,0,1,0,2,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QYG,NHS SOUTH SEFTON CCG,01T,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QYG,NHS ST HELENS CCG,01X,0,0,0,0,0,0,0,1,0,0,0,0,4,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QYG,NHS WARRINGTON CCG,02E,1,1,2,0,0,0,0,6,2,1,2,1,9,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QYG,NHS WIRRAL CCG,12F,6,30,36,0,1,1,0,24,6,7,6,7,57,24
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QYG,NHS CHESHIRE CCG,27D,52,378,430,11,263,274,0,1266,1176,896,1084,685,1164,1508
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,QYG,NHS LIVERPOOL CCG,99A,0,0,0,0,0,0,0,3,1,0,1,0,3,2
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QE1,NHS GREATER PRESTON CCG,01E,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QE1,NHS WEST LANCASHIRE CCG,02G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QOP,NHS BOLTON CCG,00T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QOP,NHS TAMESIDE AND GLOSSOP CCG,01Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QOP,NHS WIGAN BOROUGH CCG,02H,0,0,0,0,0,0,0,0,7,4,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QOP,NHS MANCHESTER CCG,14L,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QSL,NHS SOMERSET CCG,11X,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QWU,NHS COVENTRY AND RUGBY CCG,05A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QYG,NHS HALTON CCG,01F,0,0,0,0,0,0,0,0,3,9,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QYG,NHS KNOWSLEY CCG,01J,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QYG,NHS SOUTHPORT AND FORMBY CCG,01V,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QYG,NHS ST HELENS CCG,01X,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QYG,NHS WARRINGTON CCG,02E,0,0,0,0,0,0,0,0,25,35,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,QYG,NHS LIVERPOOL CCG,99A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,,,NONC,0,0,0,0,0,0,0,3,1,1,1,1,6,4
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,,NHS ENGLAND,X24,1,23,24,1,13,14,0,23,44,12,44,12,31,44
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QE1,NHS BLACKBURN WITH DARWEN CCG,00Q,0,0,0,0,0,0,0,0,1,0,1,0,2,2
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QE1,NHS BLACKPOOL CCG,00R,0,0,0,0,0,0,0,1,2,1,2,1,0,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QE1,NHS CHORLEY AND SOUTH RIBBLE CCG,00X,1,2,3,0,2,2,0,5,39,15,39,15,20,24
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QE1,NHS GREATER PRESTON CCG,01E,0,3,3,0,3,3,0,1,24,5,24,5,0,5
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QE1,NHS WEST LANCASHIRE CCG,02G,21,182,203,2,111,113,45,503,398,255,398,255,616,563
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QE1,NHS FYLDE AND WYRE CCG,02M,0,0,0,0,0,0,0,0,9,1,9,1,2,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QF7,NHS SHEFFIELD CCG,03N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QHL,NHS BIRMINGHAM AND SOLIHULL CCG,15E,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QHM,NHS NORTH CUMBRIA CCG,01H,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QKS,NHS KENT AND MEDWAY CCG,91Q,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QM7,NHS EAST AND NORTH HERTFORDSHIRE CCG,06K,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QOC,NHS SHROPSHIRE CCG,05N,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QOC,NHS TELFORD AND WREKIN CCG,05X,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QOP,NHS BOLTON CCG,00T,0,0,0,0,0,0,0,2,0,0,0,0,1,2
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QOP,NHS OLDHAM CCG,00Y,0,0,0,0,0,0,0,0,1,0,1,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QOP,NHS SALFORD CCG,01G,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QOP,NHS STOCKPORT CCG,01W,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QOP,NHS WIGAN BOROUGH CCG,02H,0,0,0,0,0,0,0,4,9,1,9,1,6,9
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QOP,NHS MANCHESTER CCG,14L,0,0,0,0,0,0,0,1,0,0,0,0,2,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QPM,NHS NORTHAMPTONSHIRE CCG,78H,0,0,0,0,0,0,0,1,0,0,0,0,1,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QRV,NHS HAMMERSMITH AND FULHAM CCG,08C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QRV,NHS HILLINGDON CCG,08G,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QVV,NHS DORSET CCG,11J,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QWO,NHS LEEDS CCG,15F,0,0,0,0,0,0,0,0,1,1,1,1,0,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QYG,NHS HALTON CCG,01F,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QYG,NHS KNOWSLEY CCG,01J,0,1,1,0,1,1,0,9,40,8,40,8,27,24
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QYG,NHS SOUTH SEFTON CCG,01T,1,16,17,0,8,8,2,32,92,46,92,46,86,102
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QYG,NHS SOUTHPORT AND FORMBY CCG,01V,14,240,254,1,142,143,50,883,442,325,442,325,953,744
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QYG,NHS ST HELENS CCG,01X,0,2,2,0,2,2,0,3,9,6,9,6,12,18
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QYG,NHS WARRINGTON CCG,02E,1,0,1,0,0,0,0,1,0,0,0,0,2,4
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QYG,NHS WIRRAL CCG,12F,0,0,0,0,0,0,0,1,0,0,0,0,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QYG,NHS CHESHIRE CCG,27D,0,0,0,0,0,0,0,1,0,0,0,0,3,2
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,QYG,NHS LIVERPOOL CCG,99A,0,2,2,0,1,1,0,11,9,2,9,2,21,13
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RW4,MERSEY CARE NHS FOUNDATION TRUST,,,NONC,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RW4,MERSEY CARE NHS FOUNDATION TRUST,QE1,NHS WEST LANCASHIRE CCG,02G,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RW4,MERSEY CARE NHS FOUNDATION TRUST,QHM,NHS NORTH CUMBRIA CCG,01H,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RW4,MERSEY CARE NHS FOUNDATION TRUST,QOP,NHS WIGAN BOROUGH CCG,02H,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RW4,MERSEY CARE NHS FOUNDATION TRUST,QYG,NHS KNOWSLEY CCG,01J,0,0,0,0,0,0,0,0,51,20,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RW4,MERSEY CARE NHS FOUNDATION TRUST,QYG,NHS SOUTH SEFTON CCG,01T,0,0,0,0,0,0,0,0,123,47,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RW4,MERSEY CARE NHS FOUNDATION TRUST,QYG,NHS SOUTHPORT AND FORMBY CCG,01V,0,0,0,0,0,0,0,0,108,52,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RW4,MERSEY CARE NHS FOUNDATION TRUST,QYG,NHS ST HELENS CCG,01X,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RW4,MERSEY CARE NHS FOUNDATION TRUST,QYG,NHS LIVERPOOL CCG,99A,0,0,0,0,0,0,0,0,446,234,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,,,NONC,0,0,0,0,0,0,0,1,0,1,0,1,3,5
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,,NHS ENGLAND,X24,0,1,1,0,0,0,0,0,0,1,0,1,2,2
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QE1,NHS BLACKBURN WITH DARWEN CCG,00Q,0,0,0,0,0,0,0,1,0,0,0,0,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QE1,NHS BLACKPOOL CCG,00R,0,0,0,0,0,0,0,1,0,0,0,0,0,2
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QE1,NHS CHORLEY AND SOUTH RIBBLE CCG,00X,1,0,1,0,0,0,0,0,2,1,2,1,1,2
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QE1,NHS EAST LANCASHIRE CCG,01A,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QE1,NHS GREATER PRESTON CCG,01E,0,0,0,0,0,0,0,0,0,0,0,0,3,2
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QE1,NHS WEST LANCASHIRE CCG,02G,0,0,0,0,0,0,0,0,1,1,1,1,3,4
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QE1,NHS FYLDE AND WYRE CCG,02M,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QHM,NHS SUNDERLAND CCG,00P,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QHM,NHS NEWCASTLE GATESHEAD CCG,13T,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QHM,NHS TEES VALLEY CCG,16C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QHM,NHS COUNTY DURHAM CCG,84H,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QJM,NHS LINCOLNSHIRE CCG,71E,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QK1,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,03W,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QKK,NHS SOUTH EAST LONDON CCG,72Q,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QNC,NHS NORTH STAFFORDSHIRE CCG,05G,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QNC,NHS STOKE ON TRENT CCG,05W,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QNX,NHS WEST SUSSEX CCG,70F,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QOC,NHS SHROPSHIRE CCG,05N,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QOP,NHS BOLTON CCG,00T,0,0,0,0,0,0,0,1,2,2,2,2,6,9
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QOP,NHS OLDHAM CCG,00Y,0,0,0,0,0,0,0,0,0,1,0,1,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QOP,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",01D,0,0,0,0,0,0,0,0,1,0,1,0,1,1
MAR-April-2020,QYG,CHESHIRE AND MERSEYSIDE STP,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QOP,NHS SALFORD CCG,01G,0,1,1,0,1,1,0,8,3,4,3,4,13,15
